Education,Family,Income,Mortgage,Age,Securities Account,CreditCard,target
1,2,182,0,44,0,0,
1,3,44,117,54,0,0,
1,2,122,153,57,1,1,
1,4,35,0,52,0,0,
3,1,91,0,51,0,0,
2,2,30,0,57,0,0,
3,1,53,0,65,0,0,
3,1,28,0,58,0,0,
2,4,85,200,64,0,0,
2,2,28,90,52,0,1,
1,4,41,177,58,0,0,
3,1,154,0,52,1,0,
3,1,41,0,43,0,0,
1,3,33,0,56,0,0,
3,3,182,0,37,0,0,
3,2,59,0,53,0,0,
1,2,129,0,27,1,0,
3,3,35,136,53,0,0,
2,3,185,0,42,1,1,
2,4,45,201,58,0,0,
2,4,62,145,36,0,0,
3,3,183,467,53,0,1,
3,2,14,0,48,0,0,
3,1,53,0,54,0,1,
3,3,48,169,26,0,0,
1,2,128,0,50,0,0,
1,1,105,331,31,0,0,
1,3,40,0,35,0,1,
1,2,10,0,63,0,0,
1,2,102,303,29,0,0,
2,3,31,0,57,0,0,
1,4,30,158,30,0,0,
3,1,21,0,33,1,0,
1,2,44,0,62,0,0,
3,1,48,164,35,0,0,
2,3,21,0,37,0,0,
2,4,84,0,37,0,1,
2,3,64,230,35,0,0,
1,1,82,138,35,0,0,
1,4,39,0,59,0,0,
3,2,45,0,53,0,1,
3,4,133,0,45,0,1,
1,2,152,0,46,0,0,
1,1,12,91,40,1,0,
1,3,32,149,42,0,0,
1,4,74,204,25,0,0,
2,2,54,159,39,0,1,
2,3,181,0,30,0,1,
3,2,75,0,58,0,0,
1,3,95,240,41,1,0,
2,4,190,565,37,0,0,
1,1,90,0,36,0,0,
1,4,20,134,27,0,1,
3,3,64,0,60,0,0,
3,2,85,98,62,0,0,
2,4,105,0,67,0,0,
1,1,21,0,44,0,0,
2,2,78,0,24,0,0,
1,2,158,132,45,0,1,
1,1,125,219,58,0,0,
2,3,81,0,61,0,0,
1,1,183,0,54,0,1,
2,4,54,0,28,0,0,
3,4,79,212,49,0,0,
2,1,38,136,35,0,0,
2,4,172,295,36,0,0,
1,3,184,0,34,0,0,
1,2,158,114,36,0,1,
3,1,188,282,35,0,0,
3,4,20,0,27,0,0,
3,4,60,151,42,0,1,
3,4,113,0,65,0,0,
1,4,70,0,29,0,1,
3,2,84,0,65,0,1,
3,2,23,0,59,0,0,
1,2,141,0,46,1,1,
1,3,110,264,59,0,0,
1,4,31,0,52,0,1,
1,1,22,80,60,0,0,
1,1,91,0,43,1,0,
3,4,82,252,65,0,0,
1,1,23,0,50,0,0,
1,1,35,0,48,1,0,
3,1,114,0,49,0,0,
2,3,18,0,58,0,1,
3,2,80,238,24,0,0,
3,2,74,0,58,0,1,
2,4,122,0,45,0,0,
2,3,73,0,42,0,0,
1,2,40,0,64,0,0,
3,4,55,0,49,0,0,
2,1,69,0,55,1,1,
2,4,92,0,40,0,0,
3,4,48,0,28,0,1,
3,4,113,327,57,0,0,
2,1,58,0,50,0,0,
1,2,109,0,40,0,0,
2,3,39,0,55,0,1,
2,3,33,144,53,0,0,
1,4,18,0,48,0,1,
1,1,63,0,59,0,1,
2,1,43,0,58,0,0,
3,4,70,0,38,0,0,
3,1,19,0,49,0,0,
2,4,39,140,60,0,0,
1,3,81,0,54,0,0,
3,4,34,0,28,0,0,
2,1,140,175,27,1,0,
1,1,114,0,42,0,0,
3,2,55,151,52,0,0,
2,1,21,76,54,0,0,
2,4,50,0,56,1,0,
1,3,41,0,58,0,1,
1,3,190,0,56,0,0,
3,2,8,0,64,0,0,
2,2,55,0,35,0,0,
1,2,40,0,45,0,1,
2,3,22,0,57,0,0,
2,2,44,0,35,1,1,
3,3,102,0,46,0,0,
3,4,54,235,30,0,0,
2,4,130,0,44,0,0,
2,3,75,0,39,0,1,
1,2,42,0,42,0,0,
1,1,133,0,34,0,0,
2,1,40,0,46,0,0,
1,3,34,101,55,0,0,
1,1,142,0,28,0,0,
1,3,64,0,35,0,1,
3,2,44,170,60,0,0,
1,1,95,262,50,0,0,
3,1,49,0,52,0,0,
1,2,12,0,51,0,0,
3,1,98,0,51,0,1,
1,4,42,0,59,0,0,
3,2,44,0,53,0,1,
1,1,124,0,43,0,0,
1,2,175,0,31,0,0,
1,4,22,0,32,0,0,
1,4,78,99,41,0,0,
2,2,54,109,31,0,1,
1,1,154,0,41,0,1,
2,3,42,0,47,0,0,
1,2,195,635,37,0,0,
3,1,80,0,53,0,1,
2,3,81,0,49,0,0,
1,2,89,0,62,0,1,
2,3,61,0,33,0,0,
3,4,25,0,54,0,1,
2,3,43,163,27,0,0,
1,1,122,352,60,0,0,
1,1,160,385,29,0,0,
2,4,83,0,56,0,0,
3,2,79,0,55,0,0,
2,3,30,0,45,0,1,
1,1,145,437,33,0,0,
1,2,151,328,45,0,0,
3,2,14,98,44,0,1,
2,3,19,0,37,0,0,
3,1,55,135,42,0,0,
3,2,132,0,26,0,1,
1,1,182,0,33,0,0,
1,3,78,0,61,0,1,
2,1,42,0,31,0,1,
3,2,44,187,54,0,0,
3,4,195,522,62,0,1,
2,3,53,0,61,0,0,
1,3,65,0,66,0,0,
1,4,43,0,38,0,0,
3,4,38,0,55,0,1,
3,1,50,0,60,0,0,
2,2,81,0,23,0,0,
3,1,41,0,29,0,1,
1,3,73,0,35,0,0,
3,2,31,104,53,0,1,
2,3,84,0,32,0,1,
1,2,95,0,38,0,1,
1,4,162,301,44,0,0,
3,2,60,115,43,0,0,
3,2,121,0,54,1,0,
2,3,43,165,52,0,1,
2,1,38,182,31,0,1,
1,1,82,276,47,0,0,
1,4,52,0,42,0,0,
1,3,43,168,57,0,1,
2,1,82,0,33,1,1,
1,1,161,0,35,1,0,
2,2,24,0,56,0,0,
1,1,102,0,57,0,0,
2,3,53,0,25,0,0,
1,1,85,0,53,0,0,
1,3,111,0,59,0,0,
1,2,90,0,56,0,1,
1,2,94,188,54,0,0,
3,4,63,0,48,0,0,
2,2,153,0,55,1,0,
3,2,39,0,33,0,0,
1,2,205,181,46,1,0,
1,1,142,496,42,0,0,
1,2,163,0,49,1,0,
1,3,113,0,42,1,0,
1,1,64,0,46,0,1,
3,3,20,0,65,0,1,
1,1,179,0,50,0,0,
3,2,91,90,54,0,0,
1,1,103,0,42,1,1,
2,4,80,0,57,0,0,
1,2,38,0,61,0,0,
1,1,44,0,60,0,1,
2,1,164,0,40,0,0,
1,3,81,0,33,0,1,
2,2,95,83,37,0,0,
2,3,44,0,52,0,1,
1,3,88,0,33,0,1,
2,3,148,0,62,0,0,
2,3,169,184,62,0,1,
2,1,11,102,63,0,1,
3,1,92,158,55,0,1,
2,3,74,0,33,0,0,
1,3,72,0,25,0,0,
1,3,63,0,55,0,0,
1,2,172,415,29,0,0,
1,2,183,0,45,0,1,
3,1,40,166,60,0,0,
1,4,68,0,44,1,1,
3,4,78,0,48,0,0,
1,2,68,184,57,0,0,
1,1,49,99,58,0,1,
3,2,39,0,58,0,0,
1,1,151,392,44,0,0,
1,2,159,461,54,0,0,
2,4,89,0,59,0,1,
3,4,105,244,63,0,1,
1,2,78,0,61,0,1,
1,2,128,344,58,0,0,
1,4,81,228,44,0,1,
3,4,50,152,53,0,0,
3,3,38,178,63,0,1,
1,2,119,263,41,1,0,
2,3,110,0,50,0,0,
3,1,29,102,51,0,1,
3,1,19,0,47,0,0,
3,2,130,221,43,0,1,
1,1,38,130,46,0,0,
3,1,31,0,50,0,0,
2,4,14,105,33,0,0,
2,3,158,0,27,0,0,
1,4,39,115,34,0,0,
3,2,141,0,34,0,1,
1,3,33,167,28,0,0,
1,2,92,0,29,0,0,
2,3,78,0,52,0,0,
2,3,42,0,47,0,1,
2,2,15,83,41,0,0,
2,1,48,0,58,0,0,
1,3,63,0,37,0,0,
1,1,149,0,57,1,0,
1,1,49,103,63,0,0,
1,2,125,0,60,0,0,
2,1,58,0,50,0,0,
1,3,48,0,60,0,0,
3,2,75,0,54,0,1,
1,2,114,0,28,0,0,
2,4,134,0,45,0,1,
3,4,111,0,28,0,0,
2,4,62,149,54,0,0,
1,1,45,0,42,1,0,
1,2,113,0,30,0,0,
1,1,128,0,61,0,0,
3,4,168,0,64,0,0,
3,1,81,206,38,1,0,
2,1,75,297,39,0,1,
3,4,21,0,54,0,0,
1,3,83,0,59,0,0,
1,1,121,368,39,1,0,
3,4,40,0,63,0,0,
3,1,101,170,31,1,0,
3,2,90,0,56,0,0,
2,1,68,0,47,0,1,
2,2,74,221,28,1,0,
2,4,74,257,32,0,1,
3,2,51,0,54,0,0,
1,1,149,0,29,0,0,
3,1,31,88,39,0,1,
3,2,85,0,26,0,0,
3,2,62,0,29,0,1,
1,1,44,110,46,1,0,
3,3,63,190,38,1,1,
1,2,23,0,55,0,1,
2,3,40,87,48,0,0,
3,2,78,204,36,0,1,
3,3,40,129,39,0,0,
1,4,78,0,40,1,0,
2,3,129,0,26,0,0,
2,3,71,0,55,0,1,
3,3,23,0,61,0,0,
1,2,15,0,57,0,0,
1,1,28,138,56,0,1,
1,3,23,95,31,0,0,
3,1,19,0,61,0,0,
3,3,42,158,58,0,1,
1,2,113,325,43,1,0,
2,4,34,0,29,0,1,
2,1,19,104,50,0,1,
2,1,43,0,49,0,1,
1,3,179,0,43,1,0,
3,3,44,0,58,0,0,
2,2,21,0,41,0,0,
1,1,115,174,65,0,1,
2,4,81,0,52,0,1,
1,2,91,0,55,0,0,
2,4,30,0,49,0,1,
3,3,55,0,52,0,0,
3,2,48,0,56,0,1,
2,4,23,121,30,0,0,
2,3,21,0,36,0,0,
1,2,55,0,41,0,0,
2,3,21,0,42,0,0,
3,3,40,0,60,1,0,
1,4,30,0,44,0,1,
2,3,78,0,34,0,0,
3,2,65,0,56,0,0,
3,4,50,209,31,0,0,
2,4,55,0,29,1,0,
1,2,111,0,31,0,0,
2,3,21,0,36,0,1,
3,3,65,256,42,0,0,
3,1,114,0,64,0,0,
3,3,54,179,61,0,0,
2,2,75,0,35,0,0,
1,4,13,0,28,0,1,
3,2,54,218,38,0,0,
2,3,22,126,44,0,1,
1,2,198,0,45,0,1,
1,1,18,0,46,0,1,
1,4,74,0,57,0,1,
3,4,61,0,40,0,0,
1,2,64,0,38,0,0,
2,2,10,0,39,1,1,
2,2,82,0,23,1,1,
2,3,61,168,47,0,1,
1,2,83,148,32,1,0,
3,3,73,0,30,0,0,
1,2,22,89,54,0,0,
2,2,91,321,25,0,0,
3,3,65,94,60,1,1,
1,3,13,0,61,0,0,
1,1,103,255,36,0,0,
1,1,95,0,52,0,0,
1,4,31,0,33,0,1,
1,3,131,0,57,0,0,
3,4,175,0,34,1,1,
1,4,38,0,50,0,0,
1,3,104,0,43,0,0,
3,3,114,0,34,0,0,
2,4,38,0,26,0,0,
3,4,30,0,26,0,1,
3,2,19,106,48,0,0,
1,4,25,0,49,0,1,
3,4,124,0,47,0,0,
1,3,20,0,43,0,0,
3,1,83,0,40,0,0,
2,4,18,0,31,0,1,
3,1,99,149,27,0,1,
2,3,62,0,55,0,0,
2,1,24,0,54,0,0,
1,4,13,84,23,0,0,
3,2,64,0,54,1,0,
1,3,62,240,57,0,0,
2,1,158,0,41,1,1,
1,1,88,0,28,0,0,
1,4,28,0,33,0,0,
3,2,52,0,51,0,0,
1,4,82,0,28,0,1,
1,2,140,97,63,0,1,
2,1,80,0,29,0,1,
2,4,58,228,62,0,1,
1,1,180,0,51,0,0,
2,1,55,227,52,0,0,
2,3,65,100,43,0,0,
2,3,62,0,39,0,0,
1,4,23,0,35,0,0,
1,1,35,0,34,0,0,
2,4,35,0,49,0,1,
1,4,74,0,43,0,0,
1,3,14,0,48,0,0,
3,2,83,199,30,0,1,
3,4,71,0,46,0,0,
1,2,53,130,43,1,0,
1,2,103,84,27,0,0,
1,1,109,0,39,0,0,
2,2,60,94,58,1,0,
2,3,12,0,44,0,0,
1,2,141,0,39,0,0,
1,1,128,0,35,0,0,
1,3,98,296,41,0,0,
3,1,41,0,43,0,0,
3,2,90,0,55,0,1,
1,1,31,0,32,0,0,
3,1,74,0,56,0,0,
3,4,83,0,30,0,1,
3,1,35,0,65,0,0,
1,1,140,0,31,0,1,
3,3,65,0,41,0,0,
1,3,35,0,55,0,0,
3,4,73,0,37,0,1,
2,1,29,0,34,0,0,
2,4,55,147,34,0,1,
2,4,20,0,33,0,0,
2,1,70,0,48,0,0,
1,4,81,0,28,0,0,
1,2,25,0,30,1,0,
1,2,119,239,44,0,0,
2,4,49,185,61,0,0,
1,1,38,0,59,0,1,
3,2,80,0,33,0,1,
1,1,84,0,56,0,1,
2,4,61,0,53,0,0,
2,2,173,373,42,0,1,
1,2,60,0,43,1,0,
3,2,83,0,35,0,0,
2,1,59,0,61,0,0,
3,3,32,116,39,0,0,
3,3,33,0,61,0,0,
3,4,19,0,40,0,0,
1,4,14,0,34,0,0,
1,4,94,120,65,0,1,
1,2,154,325,40,0,0,
2,1,33,0,39,0,0,
3,2,28,135,61,0,0,
1,1,44,0,40,1,0,
3,2,81,0,49,0,0,
3,1,29,0,43,0,0,
3,3,58,0,45,1,0,
2,4,38,0,52,0,1,
1,3,82,0,32,0,1,
3,1,18,0,31,0,0,
2,2,45,0,27,0,1,
1,4,64,0,33,0,0,
1,3,48,0,65,0,1,
3,1,24,0,62,1,0,
3,4,65,0,55,0,0,
1,1,111,329,46,0,0,
2,3,114,0,37,0,0,
3,2,39,0,60,0,0,
3,1,19,0,44,0,1,
2,3,22,0,35,0,1,
2,4,49,0,52,0,0,
1,1,40,0,30,0,0,
1,1,63,118,62,0,0,
1,1,55,0,41,0,0,
2,1,33,0,38,0,0,
3,4,31,0,52,0,0,
1,4,24,0,48,0,0,
3,4,81,0,47,0,1,
2,1,81,223,41,0,0,
1,2,113,0,44,0,1,
1,2,92,0,31,0,0,
1,1,81,0,50,0,0,
3,3,101,0,36,1,1,
2,3,78,0,52,0,1,
3,2,78,0,62,0,0,
2,1,35,118,55,0,1,
3,2,9,0,61,0,0,
2,4,82,0,34,0,1,
3,1,41,0,34,0,0,
3,1,84,0,59,0,0,
2,4,42,185,41,1,0,
1,3,54,0,33,0,1,
3,2,84,0,55,0,0,
1,1,131,0,64,0,0,
3,2,85,0,44,0,0,
1,4,84,0,32,0,0,
3,4,114,0,67,0,0,
3,3,61,0,40,0,0,
3,1,39,0,57,0,1,
1,2,21,120,59,0,0,
3,4,111,0,43,0,0,
1,2,68,113,58,0,0,
2,4,179,0,50,0,0,
2,4,93,0,52,0,1,
1,2,85,0,35,0,0,
1,1,180,0,40,0,0,
3,2,110,0,31,0,0,
1,1,65,268,32,0,0,
3,1,159,0,55,0,0,
1,2,81,0,43,0,0,
1,1,132,0,31,0,0,
2,1,44,0,26,0,0,
1,1,98,0,58,0,0,
2,2,62,0,51,0,1,
1,1,91,0,45,0,0,
2,4,29,87,56,0,0,
3,4,101,0,25,0,1,
2,3,65,0,38,0,0,
2,1,58,0,62,0,1,
3,2,32,0,39,0,0,
1,4,140,292,56,0,0,
1,1,44,187,50,0,1,
3,1,113,0,52,0,0,
2,1,38,0,53,0,0,
1,4,13,0,25,1,0,
1,2,62,0,44,1,0,
3,3,29,0,42,0,0,
2,3,141,0,42,0,0,
2,1,132,0,63,0,0,
3,1,23,0,57,0,1,
1,2,11,89,56,0,0,
2,4,90,0,60,0,0,
2,1,43,0,62,0,0,
1,4,59,0,48,0,1,
3,2,28,0,37,0,0,
2,2,28,82,55,0,1,
1,3,108,383,42,0,0,
3,1,78,0,39,0,0,
1,1,65,0,47,0,0,
1,4,25,0,34,0,0,
3,2,108,0,48,0,1,
2,4,43,0,52,0,0,
2,4,95,0,53,0,1,
1,1,24,0,49,0,0,
1,2,190,0,47,0,0,
3,1,24,0,48,0,0,
1,4,41,0,38,0,0,
1,3,80,0,48,0,0,
3,3,63,0,56,0,0,
3,3,79,0,65,0,0,
1,4,105,0,46,0,0,
3,3,153,0,60,0,1,
1,1,114,0,50,0,1,
1,1,120,0,41,0,0,
3,1,104,0,41,0,1,
1,1,20,0,60,0,0,
1,1,41,0,57,1,0,
1,2,35,0,48,0,0,
2,1,174,0,53,0,0,
3,1,164,0,42,1,1,
1,1,22,0,45,0,0,
1,1,132,82,35,0,1,
3,4,32,0,34,0,0,
3,3,21,0,67,0,1,
2,2,49,0,36,0,1,
2,4,79,280,37,0,0,
3,2,30,86,40,0,0,
1,2,118,358,35,0,0,
3,4,11,0,60,0,0,
3,3,61,0,59,0,0,
2,4,43,0,35,1,0,
3,4,141,354,27,0,0,
3,4,54,0,29,0,0,
1,2,33,0,35,1,0,
3,3,84,121,38,0,1,
3,1,125,0,62,0,0,
1,1,110,0,43,0,1,
1,4,14,0,35,0,1,
1,2,65,0,41,0,1,
3,3,78,0,65,0,1,
3,3,18,0,61,0,0,
3,2,95,275,55,0,0,
2,2,95,0,28,0,0,
1,1,191,0,52,0,0,
3,1,19,83,34,0,0,
3,4,19,0,49,0,1,
3,1,39,0,42,0,0,
1,1,93,0,49,0,1,
3,3,115,0,49,0,0,
2,1,112,408,32,1,1,
1,4,40,0,59,0,0,
2,3,45,0,43,0,0,
1,1,133,0,48,0,0,
1,3,85,87,31,0,1,
2,2,18,0,30,0,0,
2,4,54,0,58,0,0,
2,2,41,105,41,0,0,
3,1,21,0,38,0,0,
1,1,152,0,33,0,1,
2,1,53,0,51,0,0,
2,3,163,0,45,0,1,
2,4,84,0,34,0,0,
3,3,59,199,39,1,0,
2,3,33,0,44,0,0,
1,4,81,209,55,0,0,
2,3,182,442,28,0,1,
3,1,61,0,57,0,0,
2,4,88,0,43,0,0,
1,2,170,0,46,0,0,
3,4,83,315,35,0,0,
2,4,44,0,25,0,1,
3,3,83,0,65,0,0,
2,1,21,76,64,0,1,
1,1,143,0,39,0,1,
1,2,103,0,62,1,0,
1,3,135,213,46,0,0,
1,1,162,153,36,1,0,
1,4,73,0,42,1,0,
3,4,142,0,35,0,0,
3,2,25,0,63,0,0,
1,2,115,85,45,0,0,
1,3,88,238,27,0,0,
3,3,73,0,29,0,0,
3,1,94,221,55,0,0,
1,1,58,0,32,0,0,
2,3,81,0,37,0,1,
3,4,113,0,25,0,0,
2,2,35,135,41,0,0,
1,1,65,0,52,0,1,
1,2,170,137,31,0,0,
2,2,62,0,40,0,1,
3,2,54,97,54,0,0,
2,1,39,0,48,0,0,
3,1,28,118,39,0,1,
3,2,95,0,64,0,1,
2,3,82,0,54,0,0,
3,1,21,101,39,0,0,
3,2,50,0,55,0,0,
3,3,34,0,42,0,1,
3,4,19,0,58,0,0,
1,4,71,0,45,0,0,
2,2,113,84,29,0,1,
3,4,9,0,36,0,0,
1,1,118,427,63,0,0,
1,4,79,0,55,0,0,
3,3,72,0,54,0,1,
1,1,18,0,61,0,0,
1,2,93,0,36,0,1,
2,1,62,244,61,0,0,
2,3,23,0,39,0,1,
3,3,40,0,57,0,1,
1,4,34,87,35,0,1,
3,1,114,0,66,0,1,
1,1,125,0,49,0,1,
3,1,41,0,48,0,1,
3,2,38,0,61,0,0,
2,4,45,0,44,0,1,
1,4,12,90,23,0,0,
3,2,115,189,31,0,0,
1,2,175,0,39,0,0,
3,1,24,0,45,0,0,
2,2,28,108,39,0,1,
1,2,32,0,64,0,1,
3,2,63,184,64,1,0,
1,1,32,0,47,0,1,
1,4,60,0,34,1,0,
3,2,53,78,56,0,0,
1,4,58,0,33,1,0,
2,4,42,0,56,0,0,
2,4,39,0,57,1,0,
1,1,72,271,43,0,0,
1,3,80,0,43,0,1,
2,4,39,0,26,0,1,
3,2,18,0,64,1,1,
3,1,30,0,43,0,0,
1,1,54,202,44,0,0,
1,1,128,0,60,0,0,
2,1,38,116,37,0,1,
1,1,120,186,56,0,0,
3,4,25,109,54,0,0,
3,4,85,110,43,0,1,
2,3,135,0,57,1,0,
3,4,14,0,29,0,1,
3,1,70,251,54,0,1,
2,3,23,0,61,0,0,
2,4,31,0,29,0,0,
1,1,132,0,47,0,0,
1,3,28,0,43,0,1,
3,2,125,0,46,0,0,
1,2,91,0,55,0,0,
1,2,191,231,48,0,1,
2,2,88,0,26,0,0,
3,4,84,0,63,0,1,
3,3,64,142,57,0,0,
2,2,28,146,58,1,0,
1,1,149,0,28,0,0,
1,4,172,0,61,0,1,
2,1,42,0,65,0,0,
2,2,53,96,33,0,1,
3,2,149,364,63,0,0,
2,2,113,0,43,0,1,
1,2,79,0,26,0,0,
1,2,175,429,57,0,1,
3,1,38,0,50,0,0,
2,4,120,431,54,0,0,
1,4,52,0,59,1,0,
2,2,42,0,49,0,0,
1,1,13,0,54,0,0,
1,2,141,0,65,1,0,
1,2,131,156,34,0,1,
3,1,133,0,31,0,0,
1,2,64,0,31,0,0,
1,2,49,0,64,1,0,
3,1,34,0,52,0,0,
1,1,91,81,57,1,0,
1,1,195,0,60,0,0,
2,3,53,112,45,0,0,
3,2,39,0,39,0,0,
1,4,20,0,25,0,1,
3,4,104,0,29,0,1,
2,2,51,131,40,0,0,
1,3,154,0,36,1,0,
1,1,38,115,33,0,0,
1,2,12,0,51,0,1,
3,1,28,0,35,0,1,
3,2,33,0,54,0,0,
2,4,31,0,29,0,0,
2,1,44,192,32,0,0,
3,4,49,192,37,0,0,
1,2,134,0,55,0,0,
3,4,182,94,30,0,0,
1,1,114,286,49,0,0,
2,1,90,0,51,0,1,
3,4,105,0,65,1,0,
1,3,58,90,32,0,0,
3,4,53,0,29,0,0,
3,4,15,0,46,1,0,
3,1,103,0,64,0,1,
2,4,58,154,27,0,1,
2,1,83,0,50,0,1,
3,1,125,0,33,0,0,
3,3,61,0,38,0,0,
2,3,69,0,38,0,0,
3,1,89,0,37,0,0,
1,4,70,0,46,0,1,
2,2,39,0,31,0,0,
2,4,41,0,35,0,0,
1,2,148,508,50,0,0,
2,3,38,148,45,0,0,
3,1,95,146,30,0,1,
1,2,129,0,60,0,0,
2,4,84,0,31,1,0,
2,3,29,0,60,0,0,
3,2,30,0,36,0,0,
3,2,90,134,64,0,0,
1,1,150,0,29,0,1,
2,4,15,0,58,0,0,
2,4,13,0,59,0,0,
3,2,9,0,58,0,0,
3,4,24,0,35,0,0,
2,3,41,0,43,0,0,
1,4,25,0,33,0,1,
2,4,49,0,54,1,0,
3,3,58,128,38,0,1,
1,2,141,0,38,0,1,
1,4,50,211,57,0,0,
1,3,61,0,34,0,1,
1,1,65,0,52,0,1,
1,1,112,229,50,0,0,
3,3,19,0,60,0,0,
2,1,23,0,26,0,0,
3,1,60,0,56,0,0,
1,4,30,0,39,1,1,
1,4,144,210,45,0,0,
3,4,118,0,30,0,0,
1,2,194,0,37,0,0,
1,3,109,0,45,0,0,
1,1,174,0,48,0,0,
3,1,34,119,65,0,1,
2,3,84,0,46,0,0,
2,1,41,0,40,0,1,
1,3,92,0,33,0,0,
3,1,19,116,40,0,0,
2,3,55,172,60,0,0,
2,4,22,0,51,0,1,
1,1,155,0,41,0,0,
3,4,72,0,37,1,0,
2,1,81,0,35,0,0,
1,1,30,0,35,1,1,
1,4,54,189,46,0,1,
1,3,60,0,60,0,0,
2,1,68,0,51,0,0,
2,4,65,126,31,0,0,
2,3,31,142,30,0,0,
3,1,169,272,32,1,0,
3,1,139,0,53,0,0,
3,1,29,0,33,0,0,
2,2,43,0,40,0,1,
1,2,80,0,57,0,1,
2,1,43,123,51,0,0,
1,2,194,0,30,0,1,
3,2,24,0,41,1,0,
3,2,32,0,54,0,1,
1,3,153,416,42,0,0,
3,1,30,0,30,0,1,
1,3,165,0,60,0,1,
2,3,64,0,56,0,1,
2,4,15,83,63,0,0,
2,3,70,0,56,0,0,
3,3,32,0,39,0,0,
2,2,128,209,29,0,0,
3,1,84,102,28,1,1,
3,2,62,0,41,0,1,
2,3,33,0,28,0,1,
1,1,65,0,49,0,0,
2,4,33,85,30,0,0,
2,1,15,115,63,0,0,
2,3,45,0,45,0,0,
1,2,132,0,40,0,0,
2,3,29,0,28,0,0,
2,1,65,0,62,0,0,
2,2,52,147,38,0,0,
1,2,64,0,32,0,1,
3,2,73,224,58,0,1,
3,1,20,0,33,0,0,
1,2,44,192,60,0,0,
1,1,79,0,34,0,0,
2,2,104,79,38,0,0,
1,1,88,0,44,0,0,
3,3,51,0,56,0,0,
2,3,61,0,37,0,0,
3,2,23,91,45,0,1,
3,2,38,95,44,0,0,
2,3,75,0,37,1,0,
1,4,42,0,47,0,1,
1,4,45,0,51,0,1,
2,3,59,0,63,0,0,
3,2,130,0,61,0,0,
3,2,9,96,43,0,1,
3,3,62,0,41,0,0,
1,1,202,553,59,0,0,
1,1,162,0,29,0,1,
1,3,93,79,32,0,0,
1,1,145,0,64,0,0,
1,1,99,368,50,1,1,
3,1,148,0,35,0,0,
2,3,154,0,34,0,0,
1,2,149,0,58,0,1,
3,1,69,78,41,0,0,
1,2,30,146,37,0,0,
2,2,48,0,35,0,0,
3,1,42,0,45,0,0,
1,2,132,403,53,0,0,
2,3,81,193,53,0,0,
2,4,60,0,54,0,1,
2,4,45,95,28,0,0,
3,1,70,0,58,0,0,
1,4,71,0,47,0,0,
3,4,28,0,24,0,0,
1,2,83,0,27,0,1,
1,1,131,0,42,0,1,
1,1,82,0,50,0,1,
3,1,79,225,41,0,0,
3,4,51,0,46,0,0,
1,2,111,0,46,0,1,
1,1,93,0,51,0,0,
3,4,73,0,59,0,0,
2,2,24,0,58,0,0,
2,3,64,0,37,0,0,
1,3,104,242,39,0,0,
3,4,38,0,47,0,0,
1,1,191,0,51,1,0,
3,4,53,0,64,0,1,
3,4,74,0,59,0,0,
3,4,21,0,55,1,0,
3,3,80,144,57,0,1,
1,4,41,174,59,0,0,
3,1,79,0,42,1,1,
2,3,141,260,34,0,0,
2,3,32,0,41,0,1,
3,3,38,0,43,0,0,
2,3,85,0,53,0,0,
3,2,93,107,47,0,0,
3,1,140,0,49,0,1,
2,4,69,0,35,0,1,
2,2,32,0,52,0,1,
1,4,61,177,53,0,0,
1,1,125,0,48,0,0,
2,4,30,0,35,1,0,
2,2,104,0,52,0,1,
1,1,24,0,60,0,0,
2,1,22,0,33,0,0,
2,2,59,0,38,0,0,
2,1,120,0,29,1,1,
1,2,164,500,35,0,0,
1,4,60,0,26,0,1,
2,3,43,0,48,0,0,
1,3,70,0,43,1,0,
1,2,51,0,60,0,0,
1,4,59,0,27,0,0,
3,4,129,75,38,0,0,
2,2,22,0,40,0,1,
2,4,29,0,38,0,0,
3,1,18,0,50,0,0,
3,3,65,0,38,0,0,
1,4,65,0,34,0,1,
1,1,38,0,42,1,0,
1,2,110,0,60,0,0,
2,1,22,111,62,0,0,
1,2,43,0,59,0,1,
1,4,30,0,49,0,0,
1,2,134,0,49,0,0,
1,3,32,0,36,0,0,
1,1,139,0,33,0,0,
1,2,45,0,43,0,0,
2,3,62,0,53,1,0,
2,4,51,103,57,0,0,
3,1,93,313,53,0,0,
1,1,122,0,60,0,0,
1,1,45,0,34,0,0,
1,1,179,0,51,1,0,
1,3,64,205,36,0,1,
1,2,41,0,63,0,0,
3,2,58,0,37,0,1,
1,4,64,0,57,0,0,
2,3,28,0,52,0,0,
3,1,21,0,38,0,0,
2,1,60,0,61,0,0,
1,2,78,0,31,0,1,
3,3,59,0,39,0,0,
3,3,59,0,38,1,1,
2,4,83,0,46,0,1,
1,1,128,0,48,1,0,
1,1,95,0,58,0,0,
3,4,160,410,50,0,0,
3,4,78,0,67,1,0,
2,2,184,0,36,0,0,
1,3,30,0,30,0,0,
3,2,51,123,58,0,0,
3,1,35,0,43,0,0,
3,4,74,0,31,0,0,
2,4,43,0,37,1,0,
2,2,23,0,49,0,1,
1,4,20,99,27,0,0,
1,1,112,0,50,0,0,
2,3,74,0,46,0,1,
3,2,65,232,49,0,1,
1,2,124,0,29,0,1,
1,3,65,0,55,0,0,
3,3,73,285,61,0,0,
3,2,8,0,45,0,1,
1,3,53,76,33,0,0,
3,3,131,229,63,0,0,
1,4,13,0,32,1,1,
